iter	Passed	Remaining
231	716	2371
232	719	2367
233	722	2364
234	725	2360
235	728	2356
236	730	2353
237	734	2350
238	737	2346
239	741	2348
240	744	2345
241	747	2342
242	750	2338
243	753	2335
244	757	2334
245	760	2332
246	763	2328
247	766	2324
248	769	2321
249	772	2318
250	775	2314
251	778	2312
252	783	2313
253	786	2310
254	790	2309
255	794	2309
256	798	2307
257	801	2305
258	804	2301
259	808	2301
260	811	2298
261	815	2296
262	818	2292
263	821	2291
264	824	2287
265	828	2286
266	831	2283
267	835	2281
268	838	2279
269	842	2277
270	844	2272
271	847	2269
272	850	2265
273	853	2261
274	856	2258
275	859	2254
276	863	2253
277	867	2251
278	869	2247
279	872	2243
280	875	2239
281	878	2236
282	881	2234
283	884	2230
284	888	2229
285	891	2225
286	894	2221
287	897	2218
288	900	2214
289	902	2210
290	905	2207
291	909	2204
292	911	2199
293	915	2197
294	917	2193
295	920	2189
296	924	2188
297	927	2185
298	930	2182
299	934	2179
300	936	2175
301	939	2172
302	943	2170
303	946	2168
304	949	2164
305	952	2160
306	956	2158
307	958	2154
308	961	2151
309	964	2146
310	967	2142
311	970	2139
312	973	2135
313	976	2132
314	978	2128
315	981	2125
316	985	2122
317	988	2119
318	993	2120
319	996	2117
320	999	2113
321	1002	2111
322	1005	2107
323	1008	2104
324	1011	2100
325	1014	2097
326	1017	2093
327	1020	2091
328	1023	2087
329	1026	2083
330	1029	2080
331	1032	2078
332	1036	2075
333	1039	2072
334	1042	2069
335	1045	2065
336	1048	2062
337	1051	2059
338	1054	2056
339	1057	2052
340	1060	2049
341	1064	2047
342	1066	2043
343	1070	2040
344	1072	2036
345	1075	2033
346	1078	2030
347	1081	2027
348	1084	2023
349	1087	2019
350	1091	2017
351	1093	2013
352	1097	2011
353	1100	2008
354	1103	2005
355	1108	2004
356	1110	2000
357	1113	1997
358	1116	1993
359	1119	1990
360	1122	1987
361	1125	1983
362	1128	1980
363	1131	1976
364	1133	1972
365	1137	1969
366	1140	1966
367	1143	1964
368	1146	1961
369	1149	1958
370	1152	1954
371	1155	1951
372	1158	1947
373	1161	1943
374	1164	1940
375	1167	1936
376	1170	1933
377	1173	1930
378	1176	1928
379	1179	1925
380	1183	1922
381	1186	1919
382	1190	1917
383	1192	1913
384	1196	1911
385	1199	1907
386	1202	1904
387	1206	1902
388	1209	1899
389	1212	1895
390	1215	1892
391	1217	1888
392	1220	1884
393	1223	1882
394	1225	1877
395	1229	1874
396	1231	1870
397	1234	1867
398	1238	1864
399	1240	1861
400	1244	1858
401	1247	1855
402	1250	1852
403	1254	1850
404	1257	1846
405	1259	1843
406	1263	1840
407	1266	1837
408	1269	1833
409	1272	1831
410	1275	1828
411	1278	1824
412	1281	1821
413	1284	1818
414	1287	1815
415	1292	1814
416	1295	1811
417	1298	1807
418	1302	1805
419	1306	1803
420	1308	1800
421	1311	1796
422	1314	1793
423	1318	1790
424	1321	1788
425	1325	1785
426	1328	1782
427	1332	1780
428	1334	1776
429	1337	1773
430	1340	1769
431	1343	1766
432	1346	1763
433	1350	1761
434	1353	1757
435	1356	1754
436	1359	1751
437	1362	1748
438	1366	1746
439	1369	1742
440	1371	1738
441	1375	1736
442	1378	1733
443	1381	1729
444	1384	1726
445	1387	1723
446	1389	1719
447	1392	1716
448	1396	1714
449	1399	1711
450	1402	1707
451	1405	1704
452	1409	1701
453	1411	1697
454	1415	1695
455	1418	1692
456	1421	1689
457	1424	1686
458	1427	1682
459	1431	1680
460	1434	1677
461	1437	1673
462	1440	1670
463	1443	1667
464	1446	1663
465	1449	1660
466	1451	1657
467	1455	1654
468	1458	1650
469	1461	1648
470	1464	1644
471	1467	1641
472	1471	1639
473	1474	1636
474	1477	1633
475	1480	1630
476	1483	1626
477	1486	1623
478	1489	1619
479	1492	1616
480	1496	1614
481	1499	1611
482	1502	1608
483	1505	1605
484	1508	1602
485	1512	1599
486	1515	1596
487	1518	1592
488	1521	1589
489	1525	1587
490	1528	1584
491	1531	1581
492	1535	1578
493	1538	1576
494	1541	1572
495	1544	1569
496	1547	1566
497	1550	1563
498	1554	1560
499	1557	1557
500	1560	1554
501	1563	1550
502	1566	1547
503	1569	1545
504	1572	1541
505	1575	1538
506	1578	1534
507	1581	1531
508	1585	1529
509	1588	1526
510	1591	1522
511	1594	1519
512	1597	1516
513	1600	1513
514	1603	1510
515	1607	1507
516	1610	1504
517	1613	1500
518	1617	1498
519	1620	1495
520	1623	1492
521	1626	1489
522	1630	1487
523	1633	1483
524	1636	1480
525	1639	1477
526	1642	1474
527	1645	1471
528	1648	1468
529	1651	1464
530	1655	1462
531	1658	1459
532	1661	1455
533	1664	1452
534	1668	1449
535	1670	1446
536	1673	1443
537	1676	1439
538	1679	1436
539	1682	1433
540	1685	1429
541	1688	1426
542	1691	1423
543	1695	1421
544	1698	1417
545	1701	1414
546	1705	1412
547	1708	1409
548	1711	1405
549	1714	1402
550	1716	1399
551	1719	1395
552	1724	1394
553	1727	1390
554	1730	1387
555	1733	1384
556	1737	1381
557	1740	1378
558	1743	1375
559	1746	1371
560	1749	1368
561	1752	1366
562	1755	1362
563	1758	1359
564	1762	1356
565	1765	1354
566	1768	1350
567	1771	1347
568	1775	1344
569	1777	1341
570	1781	1338
571	1783	1334
572	1786	1331
573	1788	1327
574	1791	1324
575	1794	1321
576	1797	1317
577	1800	1314
578	1803	1311
579	1806	1308
580	1809	1305
581	1813	1302
582	1815	1298
583	1818	1295
584	1821	1292
585	1824	1288
586	1827	1285
587	1830	1282
588	1833	1279
589	1836	1276
590	1840	1273
591	1844	1270
592	1846	1267
593	1850	1264
594	1853	1261
595	1855	1257
596	1858	1254
597	1861	1251
598	1864	1248
599	1867	1244
600	1870	1242
601	1873	1238
602	1877	1235
603	1879	1232
604	1882	1229
605	1885	1226
606	1888	1222
607	1891	1219
608	1894	1216
609	1897	1213
610	1900	1210
611	1904	1207
612	1907	1203
613	1909	1200
614	1912	1197
615	1915	1193
616	1918	1190
617	1921	1187
618	1924	1184
619	1927	1181
620	1930	1178
621	1933	1175
622	1937	1172
623	1940	1169
624	1943	1166
625	1946	1163
626	1949	1160
627	1952	1156
628	1955	1153
629	1958	1150
630	1961	1147
631	1965	1144
632	1967	1140
633	1971	1138
634	1975	1135
635	1978	1132
636	1981	1129
637	1984	1126
638	1987	1122
639	1990	1119
640	1993	1116
641	1996	1113
642	2000	1110
643	2003	1107
644	2006	1104
645	2009	1101
646	2013	1098
647	2016	1095
648	2019	1092
649	2022	1089
650	2025	1085
651	2028	1082
652	2031	1079
653	2034	1076
654	2037	1073
655	2040	1069
656	2043	1066
657	2046	1063
658	2049	1060
659	2052	1057
660	2055	1053
661	2058	1050
662	2061	1047
663	2064	1044
664	2067	1041
665	2072	1039
666	2075	1036
667	2078	1032
668	2081	1029
669	2084	1026
670	2087	1023
671	2090	1020
672	2093	1017
673	2095	1013
674	2098	1010
675	2101	1007
676	2104	1004
677	2107	1001
678	2111	998
679	2114	994
680	2116	991
681	2119	988
682	2122	985
683	2125	981
684	2128	978
685	2131	975
686	2134	972
687	2137	969
688	2140	966
689	2143	963
690	2146	959
691	2149	956
692	2153	953
693	2156	950
694	2159	947
695	2162	944
696	2165	941
697	2168	938
698	2171	934
699	2173	931
700	2176	928
701	2179	925
702	2182	921
703	2185	918
704	2190	916
705	2193	913
706	2196	910
707	2199	907
708	2202	903
709	2205	900
710	2208	897
711	2211	894
712	2214	891
713	2217	888
714	2220	885
715	2223	881
716	2227	879
717	2229	875
718	2232	872
719	2236	869
720	2239	866
721	2241	863
722	2245	860
723	2248	857
724	2250	853
725	2255	851
726	2258	847
727	2260	844
728	2263	841
729	2267	838
730	2270	835
731	2273	832
732	2276	829
733	2279	826
734	2283	823
735	2286	820
736	2289	816
737	2291	813
738	2294	810
739	2297	807
740	2300	804
741	2304	801
742	2308	798
743	2312	795
744	2315	792
745	2318	789
746	2321	786
747	2325	783
748	2327	780
749	2330	776
750	2334	774
751	2337	770
752	2340	767
753	2343	764
754	2346	761
755	2349	758
756	2352	755
757	2355	751
758	2358	748
759	2361	745
760	2365	742
761	2368	739
762	2371	736
763	2375	733
764	2380	731
765	2383	728
766	2387	725
767	2390	722
768	2394	719
769	2397	716
770	2401	713
771	2404	709
772	2406	706
773	2409	703
774	2412	700
775	2415	697
776	2418	694
777	2421	691
778	2424	687
779	2427	684
780	2431	681
781	2435	678
782	2438	675
783	2441	672
784	2444	669
785	2447	666
786	2450	663
787	2453	660
788	2457	657
789	2460	654
790	2463	650
791	2466	647
792	2469	644
793	2472	641
794	2476	638
795	2478	635
796	2482	632
797	2485	629
798	2488	625
799	2491	622
800	2494	619
801	2497	616
802	2501	613
803	2504	610
804	2508	607
805	2510	604
806	2513	601
807	2516	597
808	2519	594
809	2522	591
810	2525	588
811	2528	585
812	2531	582
813	2535	579
814	2538	576
815	2541	572
816	2543	569
817	2546	566
818	2549	563
819	2552	560
820	2555	557
821	2558	554
822	2561	550
823	2564	547
824	2567	544
825	2570	541
826	2573	538
827	2576	535
828	2579	531
829	2582	529
830	2585	525
831	2588	522
832	2592	519
833	2596	516
834	2599	513
835	2602	510
836	2605	507
837	2608	504
838	2611	501
839	2614	498
840	2617	494
841	2620	491
842	2624	488
843	2627	485
844	2630	482
845	2633	479
846	2635	476
847	2638	472
848	2642	469
849	2644	466
850	2648	463
851	2651	460
852	2654	457
853	2656	454
854	2660	451
855	2663	448
856	2667	445
857	2671	442
858	2674	439
859	2678	436
860	2681	432
861	2684	429
862	2688	426
863	2692	423
864	2695	420
865	2698	417
866	2700	414
867	2703	411
868	2706	408
869	2709	404
870	2713	401
871	2716	398
872	2719	395
873	2722	392
874	2725	389
875	2728	386
876	2732	383
877	2735	380
878	2738	376
879	2741	373
880	2744	370
881	2747	367
882	2750	364
883	2753	361
884	2758	358
885	2760	355
886	2763	352
887	2766	348
888	2769	345
889	2772	342
890	2775	339
891	2778	336
892	2781	333
893	2784	330
894	2787	327
895	2790	323
896	2793	320
897	2797	317
898	2802	314
899	2805	311
900	2808	308
901	2811	305
902	2814	302
903	2817	299
904	2820	296
905	2823	292
906	2826	289
907	2829	286
908	2832	283
909	2835	280
910	2837	277
911	2840	274
912	2843	270
913	2846	267
914	2850	264
915	2853	261
916	2856	258
917	2859	255
918	2863	252
919	2866	249
920	2870	246
921	2873	243
922	2876	239
923	2879	236
924	2882	233
925	2885	230
926	2888	227
927	2892	224
928	2895	221
929	2898	218
930	2900	214
931	2903	211
932	2907	208
933	2910	205
934	2913	202
935	2916	199
936	2920	196
937	2923	193
938	2926	190
939	2929	186
940	2932	183
941	2936	180
942	2939	177
943	2942	174
944	2945	171
945	2948	168
946	2951	165
947	2954	162
948	2957	158
949	2960	155
950	2963	152
951	2966	149
952	2969	146
953	2972	143
954	2975	140
955	2978	137
956	2981	133
957	2984	130
958	2987	127
959	2989	124
960	2993	121
961	2997	118
962	3000	115
963	3004	112
964	3007	109
965	3009	105
966	3013	102
967	3016	99
968	3018	96
969	3022	93
970	3025	90
971	3028	87
972	3031	84
973	3034	81
974	3037	77
975	3040	74
976	3043	71
977	3046	68
978	3049	65
979	3052	62
980	3055	59
981	3057	56
982	3060	52
983	3063	49
984	3066	46
985	3070	43
986	3073	40
987	3076	37
988	3079	34
989	3082	31
990	3084	28
991	3088	24
992	3091	21
993	3094	18
994	3096	15
995	3100	12
996	3103	9
997	3106	6
998	3109	3
999	3113	0
