iter	MultiClass
532	0.1016273287
533	0.1015113751
534	0.1014327105
535	0.1012009843
536	0.1010954951
537	0.1010004818
538	0.100885205
539	0.1008074861
540	0.1007187699
541	0.1005927103
542	0.1004851313
543	0.1003330146
544	0.1001971534
545	0.1001129424
546	0.1000002089
547	0.09991654528
548	0.09982441778
549	0.09969598787
550	0.09962477445
551	0.09942495635
552	0.09936656178
553	0.0993122575
554	0.09920097171
555	0.09902931634
556	0.09888394002
557	0.09882771929
558	0.09862591484
559	0.09846409527
560	0.09835783533
561	0.0982878784
562	0.09816181981
563	0.09802175086
564	0.09792925876
565	0.09779040818
566	0.09766236744
567	0.0975624742
568	0.097434924
569	0.09729601536
570	0.09712223175
571	0.09703985114
572	0.09689778465
573	0.09686347364
574	0.09677818792
575	0.09668733842
576	0.09653668043
577	0.09638368235
578	0.09613505543
579	0.09585011944
580	0.09573949132
581	0.09563499626
582	0.09554098345
583	0.09544292119
584	0.09532899956
585	0.09508380852
586	0.09501225697
587	0.094941104
588	0.09479414517
589	0.09457710192
590	0.09448111578
591	0.09439317104
592	0.09434798325
593	0.09425856499
594	0.09420115005
595	0.09403394051
596	0.09385999518
597	0.09370339706
598	0.09361311337
599	0.09344788787
600	0.0932837601
601	0.09324007839
602	0.09313000212
603	0.09296924327
604	0.09291141466
605	0.09285837744
606	0.0927399399
607	0.09267914043
608	0.09260164613
609	0.09251276148
610	0.09242542559
611	0.09230021949
612	0.0921486619
613	0.09203239346
614	0.09197762839
615	0.09193571616
616	0.09188848777
617	0.09183628373
618	0.09176563
619	0.09169931309
620	0.0916530772
621	0.09154282595
622	0.09146991517
623	0.09129311151
624	0.09120018692
625	0.0910858413
626	0.09100201623
627	0.09093816023
628	0.09088830227
629	0.09079855601
630	0.09074469997
631	0.0906286419
632	0.09050009944
633	0.09045716201
634	0.09038926903
635	0.09031600638
636	0.09022529091
637	0.09018309577
638	0.0901240722
639	0.0900707078
640	0.08994489183
641	0.08990801003
642	0.0898081305
643	0.08968966961
644	0.08960993259
645	0.08934118139
646	0.08927919063
647	0.08919991235
648	0.08914787983
649	0.08904043112
650	0.08894694714
651	0.0888272304
652	0.08870906348
653	0.08855635155
654	0.08844759288
655	0.08836758177
656	0.08824708582
657	0.0882158929
658	0.08803424049
659	0.08791714462
660	0.08785240919
661	0.0877762149
662	0.08770800271
663	0.08763933776
664	0.0875446817
665	0.08743699842
666	0.08735968648
667	0.08730013131
668	0.08720398763
669	0.08709282926
670	0.08701963864
671	0.08693482715
672	0.08683654327
673	0.0867729671
674	0.08668084028
675	0.08663221721
676	0.08654311504
677	0.08647028482
678	0.08627169749
679	0.08623158296
680	0.08618546182
681	0.08609401771
682	0.08602295015
683	0.08592994758
684	0.0858171549
685	0.0856329289
686	0.08551414659
687	0.08539338689
688	0.08534883045
689	0.08517947029
690	0.08507809928
691	0.08502576219
692	0.08495494675
693	0.08484882858
694	0.0847588901
695	0.08470405866
696	0.08458312502
697	0.08445768044
698	0.08440316023
699	0.08438191933
700	0.08429393345
701	0.0842034395
702	0.08411648124
703	0.08401888689
704	0.08394415843
705	0.08385503256
706	0.08376788864
707	0.08371335021
708	0.08365115134
709	0.08360276339
710	0.08353698065
711	0.08335085145
712	0.08327014916
713	0.08322270089
714	0.08311156875
715	0.0830560001
716	0.08300297013
717	0.08295375486
718	0.08289380979
719	0.08285931354
720	0.08269765652
721	0.08264367307
722	0.08247144051
723	0.08238546867
724	0.08224466262
725	0.08220996004
726	0.08219173322
727	0.08216459144
728	0.08213146121
729	0.0820262835
730	0.0819447693
731	0.08183845668
732	0.08174586107
733	0.08163472184
734	0.08153813562
735	0.08148101811
736	0.08143233254
737	0.08132352417
738	0.08120501892
739	0.08115744023
740	0.08107507399
741	0.08103039612
742	0.08096375441
743	0.08076497377
744	0.08065472401
745	0.08057922761
746	0.08049208266
747	0.08043044333
748	0.08035287128
749	0.08028648406
750	0.08024839355
751	0.08004500804
752	0.08001033126
753	0.07996613847
754	0.07988644533
755	0.07983479994
756	0.07974884262
757	0.07965954942
758	0.0796335322
759	0.07952062083
760	0.07946536694
761	0.07942674587
762	0.07938862762
763	0.07931328766
764	0.07926890985
765	0.07924792852
766	0.07915061727
767	0.07907941559
768	0.07902539746
769	0.07896388796
770	0.07892002069
771	0.07889125968
772	0.07886454088
773	0.07882436886
774	0.07874501223
775	0.0786884975
776	0.0786365473
777	0.07853834455
778	0.07848635001
779	0.078409023
780	0.07835098342
781	0.07831571617
782	0.07827355845
783	0.07825430004
784	0.07822086144
785	0.07816260198
786	0.07813312302
787	0.07795012818
788	0.07774544841
789	0.0777117909
790	0.07762842715
791	0.07754833548
792	0.07750574265
793	0.07747654205
794	0.07743832599
795	0.07731300278
796	0.0772684191
797	0.07722121249
798	0.07713821531
799	0.07703772256
800	0.07699226366
801	0.0769220216
802	0.07688469064
803	0.07681746144
804	0.07676384851
805	0.07671194008
806	0.07665767665
807	0.07655117845
808	0.07651344644
809	0.07649610068
810	0.07643467018
811	0.07640136863
812	0.0763186502
813	0.07625663071
814	0.07618037813
815	0.0761494855
816	0.07606990565
817	0.07597315024
818	0.07593099565
819	0.07587740584
820	0.07584904359
821	0.07578856518
822	0.0757603234
823	0.07569608971
824	0.07558795248
825	0.07550712225
826	0.07545454995
827	0.07540882901
828	0.07534594346
829	0.07527961143
830	0.07524475796
831	0.07519045828
832	0.07508499674
833	0.07497733629
834	0.07490431306
835	0.07480476539
836	0.07473505629
837	0.07456275791
838	0.07444991064
839	0.0743573703
840	0.074304985
841	0.07426966159
842	0.07419250059
843	0.07413384239
844	0.07411705949
845	0.07405328545
846	0.07390295133
847	0.07381052473
848	0.07375481066
849	0.07371398536
850	0.07364816312
851	0.07362544511
852	0.07354801698
853	0.0735192078
854	0.07345074234
855	0.07334145927
856	0.07329727787
857	0.0732177201
858	0.07316465952
859	0.07312542506
860	0.07310452984
861	0.07308278614
862	0.07304670673
863	0.07301075696
864	0.07297702788
865	0.07286895789
866	0.07278342575
867	0.07274466393
868	0.07270182292
869	0.07268248526
870	0.07264952126
871	0.07261166346
872	0.07257852132
873	0.07251361181
874	0.07245921135
875	0.07242345143
876	0.07237506559
877	0.07230898907
878	0.07228085254
879	0.07220704953
880	0.07217713605
881	0.07206048111
882	0.0719914142
883	0.07196361488
884	0.0719268085
885	0.0719001422
886	0.07185258477
887	0.07182447399
888	0.07180355772
889	0.07178239305
890	0.07171389346
891	0.07167059237
892	0.07162998867
893	0.07157740213
894	0.07152874031
895	0.07146068574
896	0.0714009322
897	0.07136277717
898	0.0713363004
899	0.07124753082
900	0.07122527324
901	0.07119186063
902	0.07111740616
903	0.07106898396
904	0.07102068225
905	0.07099653162
906	0.07096882842
907	0.07089811975
908	0.07085826767
909	0.07080114243
910	0.07077045078
911	0.07073082107
912	0.07065365011
913	0.07059290878
914	0.0705675685
915	0.0705301086
916	0.07049853121
917	0.07042178092
918	0.07038629428
919	0.07034621221
920	0.07032375297
921	0.07027553805
922	0.07024799181
923	0.07019741903
924	0.07013631333
925	0.07011857122
926	0.07005380427
927	0.07001176859
928	0.06998812983
929	0.06996716332
930	0.06995362681
931	0.06989985489
932	0.0698161315
933	0.06977846875
934	0.06972424056
935	0.06965226899
936	0.06959016861
937	0.06948496616
938	0.06945811887
939	0.06943984317
940	0.0693920273
941	0.06934880558
942	0.06933489817
943	0.06930254794
944	0.06924421412
945	0.0691772815
946	0.06913373539
947	0.06909207062
948	0.06903889159
949	0.06898486434
950	0.06889158805
951	0.06885433357
952	0.06882072328
953	0.06879479255
954	0.06874272866
955	0.06864394358
956	0.06861334984
957	0.06853214642
958	0.06850538431
959	0.06847271228
960	0.06841945824
961	0.06839952944
962	0.06838770217
963	0.06835170673
964	0.06832425624
965	0.06829457068
966	0.06822834486
967	0.06815889871
968	0.0680910742
969	0.06806545972
970	0.06803306884
971	0.06800812635
972	0.06797708675
973	0.06793985768
974	0.06786152557
975	0.06782462805
976	0.06774162632
977	0.06765957965
978	0.0676369233
979	0.06759198075
980	0.0675378838
981	0.06749984447
982	0.06747708657
983	0.06743561719
984	0.06740360986
985	0.06738776825
986	0.06727513634
987	0.06724607117
988	0.06719952465
989	0.06713627377
990	0.0671087019
991	0.06704391827
992	0.06703066658
993	0.06699616966
994	0.06695631733
995	0.06691883396
996	0.06687576271
997	0.06676782435
998	0.06666926832
999	0.06660708533
