iter	Passed	Remaining
327	721	1477
328	723	1475
329	725	1473
330	727	1471
331	730	1469
332	732	1467
333	735	1465
334	737	1463
335	739	1461
336	741	1459
337	743	1457
338	746	1454
339	748	1452
340	750	1450
341	752	1448
342	755	1446
343	757	1444
344	759	1442
345	761	1440
346	763	1437
347	766	1435
348	768	1433
349	770	1430
350	772	1428
351	774	1426
352	776	1423
353	779	1421
354	781	1419
355	783	1416
356	785	1414
357	787	1412
358	789	1409
359	791	1407
360	793	1405
361	796	1402
362	798	1400
363	800	1398
364	802	1395
365	804	1393
366	806	1391
367	808	1388
368	810	1386
369	813	1384
370	815	1382
371	817	1379
372	819	1377
373	821	1375
374	823	1372
375	825	1370
376	827	1368
377	830	1365
378	832	1363
379	834	1361
380	836	1358
381	838	1356
382	840	1354
383	842	1351
384	845	1349
385	847	1347
386	849	1345
387	851	1343
388	853	1340
389	855	1338
390	857	1336
391	860	1333
392	862	1331
393	864	1329
394	866	1327
395	868	1324
396	870	1322
397	872	1320
398	874	1317
399	876	1315
400	879	1313
401	881	1310
402	883	1308
403	885	1306
404	887	1303
405	889	1301
406	891	1299
407	894	1297
408	896	1294
409	898	1292
410	900	1290
411	902	1288
412	904	1286
413	906	1283
414	909	1281
415	911	1279
416	913	1276
417	915	1274
418	917	1272
419	919	1270
420	921	1267
421	923	1265
422	926	1263
423	928	1261
424	930	1258
425	932	1256
426	934	1254
427	936	1252
428	939	1249
429	941	1247
430	943	1245
431	945	1243
432	947	1240
433	949	1238
434	951	1236
435	953	1233
436	955	1231
437	958	1229
438	960	1227
439	962	1225
440	965	1223
441	967	1221
442	969	1219
443	972	1217
444	974	1214
445	976	1212
446	978	1210
447	980	1208
448	982	1206
449	985	1204
450	987	1201
451	989	1199
452	991	1197
453	994	1195
454	996	1193
455	998	1190
456	1000	1188
457	1002	1186
458	1004	1184
459	1006	1182
460	1009	1179
461	1012	1178
462	1014	1176
463	1016	1174
464	1018	1172
465	1020	1169
466	1022	1167
467	1025	1165
468	1027	1162
469	1029	1160
470	1031	1158
471	1033	1156
472	1036	1154
473	1038	1152
474	1040	1150
475	1042	1147
476	1044	1145
477	1046	1143
478	1049	1141
479	1051	1139
480	1053	1136
481	1055	1134
482	1057	1132
483	1060	1130
484	1062	1128
485	1065	1126
486	1067	1124
487	1070	1122
488	1072	1120
489	1074	1118
490	1076	1116
491	1079	1114
492	1081	1112
493	1083	1110
494	1086	1107
495	1088	1105
496	1090	1103
497	1092	1101
498	1094	1099
499	1096	1096
500	1099	1094
501	1101	1092
502	1103	1090
503	1106	1088
504	1108	1086
505	1110	1084
506	1113	1082
507	1115	1080
508	1117	1077
509	1119	1075
510	1121	1073
511	1124	1071
512	1126	1069
513	1128	1067
514	1130	1064
515	1132	1062
516	1135	1060
517	1137	1058
518	1139	1056
519	1141	1053
520	1143	1051
521	1146	1049
522	1148	1047
523	1150	1045
524	1152	1042
525	1154	1040
526	1157	1039
527	1160	1037
528	1162	1034
529	1164	1032
530	1166	1030
531	1169	1028
532	1171	1026
533	1173	1023
534	1175	1021
535	1177	1019
536	1179	1017
537	1181	1014
538	1184	1012
539	1186	1010
540	1188	1008
541	1190	1006
542	1192	1003
543	1195	1001
544	1197	999
545	1199	997
546	1201	995
547	1203	992
548	1205	990
549	1207	988
550	1210	986
551	1212	983
552	1214	981
553	1216	979
554	1218	977
555	1221	975
556	1223	973
557	1225	971
558	1228	968
559	1230	966
560	1232	964
561	1234	962
562	1237	960
563	1239	958
564	1241	955
565	1243	953
566	1246	951
567	1248	949
568	1250	947
569	1253	945
570	1255	943
571	1258	941
572	1260	939
573	1262	937
574	1264	934
575	1266	932
576	1269	930
577	1271	928
578	1273	926
579	1276	924
580	1278	921
581	1280	919
582	1282	917
583	1284	915
584	1286	912
585	1289	910
586	1291	908
587	1293	906
588	1295	904
589	1297	901
590	1300	899
591	1302	897
592	1304	895
593	1306	893
594	1308	890
595	1311	888
596	1313	886
597	1315	884
598	1317	882
599	1319	879
600	1321	877
601	1323	875
602	1325	873
603	1328	870
604	1330	868
605	1332	866
606	1334	864
607	1337	862
608	1339	859
609	1341	857
610	1344	855
611	1346	853
612	1348	851
613	1350	849
614	1353	847
615	1355	844
616	1357	842
617	1359	840
618	1361	838
619	1364	836
620	1366	833
621	1368	831
622	1370	829
623	1373	827
624	1375	825
625	1377	822
626	1379	820
627	1381	818
628	1383	816
629	1386	814
630	1388	811
631	1390	809
632	1392	807
633	1394	805
634	1396	802
635	1399	800
636	1401	798
637	1403	796
638	1405	793
639	1407	791
640	1409	789
641	1411	787
642	1413	785
643	1416	782
644	1418	780
645	1420	778
646	1422	776
647	1424	773
648	1426	771
649	1429	769
650	1431	767
651	1433	765
652	1435	763
653	1438	760
654	1440	758
655	1442	756
656	1445	754
657	1447	752
658	1449	750
659	1451	747
660	1454	745
661	1456	743
662	1458	741
663	1460	739
664	1463	737
665	1465	734
666	1467	732
667	1469	730
668	1472	728
669	1475	726
670	1477	724
671	1479	722
672	1482	720
673	1484	718
674	1487	716
675	1489	714
676	1492	712
677	1495	710
678	1497	707
679	1499	705
680	1502	703
681	1504	701
682	1506	699
683	1508	697
684	1511	694
685	1513	692
686	1515	690
687	1517	688
688	1520	686
689	1522	683
690	1524	681
691	1526	679
692	1529	677
693	1531	675
694	1533	673
695	1535	670
696	1538	668
697	1540	666
698	1542	664
699	1544	661
700	1546	659
701	1548	657
702	1550	655
703	1553	652
704	1555	650
705	1557	648
706	1559	646
707	1561	643
708	1563	641
709	1566	639
710	1568	637
711	1570	635
712	1572	633
713	1575	630
714	1577	628
715	1579	626
716	1581	624
717	1583	622
718	1585	619
719	1588	617
720	1590	615
721	1592	613
722	1594	610
723	1597	608
724	1599	606
725	1601	604
726	1603	602
727	1605	599
728	1607	597
729	1610	595
730	1612	593
731	1614	591
732	1616	588
733	1618	586
734	1620	584
735	1622	582
736	1625	579
737	1627	577
738	1629	575
739	1631	573
740	1633	571
741	1636	568
742	1638	566
743	1640	564
744	1642	562
745	1644	559
746	1646	557
747	1648	555
748	1651	553
749	1653	551
750	1655	548
751	1657	546
752	1659	544
753	1662	542
754	1664	540
755	1666	537
756	1669	535
757	1671	533
758	1673	531
759	1675	529
760	1678	527
761	1680	524
762	1682	522
763	1684	520
764	1686	518
765	1688	515
766	1691	513
767	1693	511
768	1695	509
769	1697	507
770	1700	504
771	1702	502
772	1704	500
773	1706	498
774	1709	496
775	1711	494
776	1713	491
777	1716	489
778	1718	487
779	1720	485
780	1722	483
781	1725	480
782	1727	478
783	1729	476
784	1732	474
785	1734	472
786	1736	469
787	1738	467
788	1740	465
789	1743	463
790	1745	461
791	1747	458
792	1749	456
793	1752	454
794	1754	452
795	1756	450
796	1758	447
797	1760	445
798	1763	443
799	1765	441
800	1767	439
801	1770	436
802	1772	434
803	1774	432
804	1776	430
805	1778	428
806	1780	425
807	1782	423
808	1785	421
809	1787	419
810	1789	417
811	1791	414
812	1794	412
813	1796	410
814	1798	408
815	1800	406
816	1802	403
817	1804	401
818	1807	399
819	1809	397
820	1811	394
821	1813	392
822	1816	390
823	1818	388
824	1820	386
825	1822	384
826	1825	381
827	1827	379
828	1829	377
829	1831	375
830	1834	373
831	1836	370
832	1838	368
833	1840	366
834	1842	364
835	1845	361
836	1847	359
837	1849	357
838	1851	355
839	1854	353
840	1856	350
841	1858	348
842	1861	346
843	1863	344
844	1865	342
845	1867	339
846	1869	337
847	1872	335
848	1874	333
849	1876	331
850	1878	328
851	1880	326
852	1883	324
853	1885	322
854	1887	320
855	1889	317
856	1891	315
857	1894	313
858	1896	311
859	1898	309
860	1900	306
861	1902	304
862	1905	302
863	1907	300
864	1909	298
865	1911	295
866	1913	293
867	1916	291
868	1918	289
869	1920	286
870	1922	284
871	1925	282
872	1927	280
873	1929	278
874	1931	275
875	1934	273
876	1936	271
877	1938	269
878	1940	267
879	1943	264
880	1945	262
881	1947	260
882	1949	258
883	1952	256
884	1954	254
885	1956	251
886	1959	249
887	1961	247
888	1963	245
889	1966	242
890	1968	240
891	1970	238
892	1972	236
893	1974	234
894	1977	231
895	1979	229
896	1982	227
897	1984	225
898	1986	223
899	1988	220
900	1990	218
901	1993	216
902	1995	214
903	1997	212
904	1999	209
905	2001	207
906	2003	205
907	2006	203
908	2008	201
909	2010	198
910	2012	196
911	2014	194
912	2017	192
913	2019	190
914	2021	187
915	2023	185
916	2026	183
917	2028	181
918	2030	178
919	2032	176
920	2034	174
921	2036	172
922	2039	170
923	2041	167
924	2043	165
925	2045	163
926	2047	161
927	2049	159
928	2051	156
929	2054	154
930	2056	152
931	2058	150
932	2060	147
933	2062	145
934	2065	143
935	2067	141
936	2069	139
937	2071	136
938	2074	134
939	2076	132
940	2078	130
941	2080	128
942	2083	125
943	2085	123
944	2087	121
945	2089	119
946	2092	117
947	2094	114
948	2096	112
949	2098	110
950	2101	108
951	2103	106
952	2105	103
953	2107	101
954	2110	99
955	2112	97
956	2114	95
957	2117	92
958	2119	90
959	2121	88
960	2123	86
961	2125	83
962	2128	81
963	2130	79
964	2132	77
965	2134	75
966	2137	72
967	2139	70
968	2141	68
969	2144	66
970	2146	64
971	2148	61
972	2151	59
973	2153	57
974	2156	55
975	2159	53
976	2162	50
977	2165	48
978	2168	46
979	2170	44
980	2172	42
981	2175	39
982	2177	37
983	2180	35
984	2182	33
985	2184	31
986	2186	28
987	2188	26
988	2191	24
989	2193	22
990	2195	19
991	2197	17
992	2199	15
993	2201	13
994	2204	11
995	2206	8
996	2208	6
997	2210	4
998	2212	2
999	2215	0
